Birth;Sex;Reg;RegType;UkrTestStatus;Year;UkrBall100
1991;жіноча;м.Київ;місто;Не з’явився;2018;NA
1991;жіноча;Запорізька  ;село;Зараховано;2018;111.0
1991;чоловіча;Сумська  ;місто;NA;2018;NA
1991;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1991;чоловіча;Запорізька  ;місто;Зараховано;2018;105.0
1991;жіноча;Харківська  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;Миколаївська  ;місто;Не з’явився;2018;NA
1991;жіноча;м.Київ;місто;Зараховано;2018;131.0
1991;жіноча;м.Київ;місто;Не з’явився;2018;NA
1991;жіноча;Вінницька  ;село;Зараховано;2018;107.0
1991;чоловіча;Вінницька  ;місто;Не з’явився;2018;NA
1991;жіноча;м.Київ;місто;Не з’явився;2018;NA
1991;чоловіча;Чернігівська  ;місто;Зараховано;2018;121.0
1991;чоловіча;Харківська  ;місто;Зараховано;2018;131.0
1991;чоловіча;Одеська  ;місто;Зараховано;2018;105.0
1991;чоловіча;м.Київ;місто;Зараховано;2018;139.0
1991;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1991;жіноча;Вінницька  ;місто;Не з’явився;2018;NA
1991;жіноча;Запорізька  ;місто;Не з’явився;2018;NA
1991;жіноча;Дніпропетровська  ;село;Зараховано;2018;157.0
1991;чоловіча;Одеська  ;місто;Не з’явився;2018;NA
1991;жіноча;Харківська  ;місто;Зараховано;2018;146.0
1991;жіноча;Сумська  ;місто;Зараховано;2018;158.0
1991;жіноча;Кіровоградська  ;місто;Зараховано;2018;109.0
1991;жіноча;Миколаївська  ;місто;Зараховано;2018;132.0
1991;жіноча;Хмельницька  ;село;Зараховано;2018;134.0
1991;чоловіча;Львівська  ;місто;Зараховано;2018;176.0
1991;жіноча;м.Київ;місто;Не з’явився;2018;NA
1991;чоловіча;Запорізька  ;місто;Зараховано;2018;119.0
1991;жіноча;Луганська  ;місто;Зараховано;2018;102.0
1991;жіноча;Миколаївська  ;місто;Зараховано;2018;138.0
1991;жіноча;Полтавська  ;місто;Не з’явився;2018;NA
1991;жіноча;Полтавська  ;місто;Не з’явився;2018;NA
1991;жіноча;Миколаївська  ;місто;Зараховано;2018;143.0
1991;чоловіча;м.Київ;місто;Зараховано;2018;127.0
1991;чоловіча;Миколаївська  ;село;Не з’явився;2018;NA
1991;жіноча;м.Київ;місто;Зараховано;2018;127.0
1991;жіноча;Кіровоградська  ;село;Не з’явився;2018;NA
1991;чоловіча;Одеська  ;місто;Не з’явився;2018;NA
1991;чоловіча;м.Київ;місто;Зараховано;2018;104.0
1991;жіноча;Рівненська  ;село;Зараховано;2018;104.0
1991;жіноча;м.Київ;місто;Не з’явився;2018;NA
1991;чоловіча;Житомирська  ;місто;Не з’явився;2018;NA
1991;жіноча;Харківська  ;місто;Не подолав поріг;2018;0.0
1991;чоловіча;Одеська  ;село;Зараховано;2018;112.0
1991;жіноча;Дніпропетровська  ;місто;Зараховано;2018;138.0
1991;жіноча;Вінницька  ;місто;Не з’явився;2018;NA
1991;жіноча;м.Київ;місто;Зараховано;2018;124.0
1991;чоловіча;Луганська  ;місто;Зараховано;2018;131.0
1991;жіноча;Львівська  ;місто;Не з’явився;2018;NA
1991;жіноча;м.Київ;місто;Зараховано;2018;151.0
1991;жіноча;Запорізька  ;місто;Не з’явився;2018;NA
1991;жіноча;Харківська  ;місто;Зараховано;2018;167.0
1991;жіноча;м.Київ;місто;Зараховано;2018;142.0
1991;чоловіча;Чернівецька  ;село;Зараховано;2018;112.0
1991;чоловіча;Запорізька  ;місто;NA;2018;NA
1991;чоловіча;м.Київ;місто;Не з’явився;2018;NA
1991;жіноча;Дніпропетровська  ;місто;Зараховано;2018;131.0
1991;жіноча;Запорізька  ;місто;NA;2018;NA
1991;жіноча;Харківська  ;місто;Зараховано;2018;170.0
1991;чоловіча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1991;жіноча;Сумська  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;м.Київ;місто;Зараховано;2018;156.0
1991;чоловіча;Луганська  ;місто;Зараховано;2018;126.0
1991;чоловіча;Дніпропетровська  ;місто;Зараховано;2018;109.0
1991;чоловіча;Полтавська  ;місто;Зараховано;2018;116.0
1991;чоловіча;Луганська  ;місто;Зараховано;2018;142.0
1991;чоловіча;Хмельницька  ;село;Не подолав поріг;2018;0.0
1991;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1991;жіноча;Чернігівська  ;село;Зараховано;2018;121.0
1991;жіноча;м.Київ;місто;Зараховано;2018;134.0
1991;чоловіча;Полтавська  ;село;Зараховано;2018;116.0
1991;чоловіча;Херсонська  ;місто;Не з’явився;2018;NA
1991;чоловіча;Херсонська  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;м.Київ;місто;Не подолав поріг;2018;0.0
1991;чоловіча;Луганська  ;місто;Зараховано;2018;145.0
1991;жіноча;Запорізька  ;село;Зараховано;2018;121.0
1991;жіноча;Кіровоградська  ;місто;Зараховано;2018;129.0
1991;жіноча;Херсонська  ;село;Не подолав поріг;2018;0.0
1991;чоловіча;м.Київ;місто;Не з’явився;2018;NA
1991;жіноча;Харківська  ;село;Зараховано;2018;111.0
1991;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1991;жіноча;Харківська  ;село;Зараховано;2018;131.0
1991;чоловіча;Дніпропетровська  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;Львівська  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;Дніпропетровська  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;м.Київ;місто;Не з’явився;2018;NA
1991;жіноча;м.Київ;місто;Зараховано;2018;167.0
1991;чоловіча;Миколаївська  ;місто;Не з’явився;2018;NA
1991;чоловіча;Львівська  ;село;Не подолав поріг;2018;0.0
1991;жіноча;Донецька  ;місто;Не подолав поріг;2018;0.0
1991;жіноча;Запорізька  ;місто;NA;2018;NA
1991;чоловіча;Івано-Франківська  ;місто;Зараховано;2018;107.0
1991;чоловіча;Сумська  ;село;Не з’явився;2018;NA
